"Region","Category","Year","Value"
"Liaoning","STR_sen",2022,11.4
"Liaoning","STR_sen",2021,11.34
"Liaoning","STR_sen",2020,11.33
"Liaoning","STR_sen",2019,11.48
"Liaoning","STR_sen",2018,11.75
"Liaoning","STR_sen",2017,12.26
"Liaoning","STR_sen",2016,12.35
"Jilin","STR_sen",2024,12.15
"Jilin","STR_sen",2023,12.35
"Jilin","STR_sen",2022,12.8
"Jilin","STR_sen",2021,13.1
"Jilin","STR_sen",2020,13.12
"Jilin","STR_sen",2019,13.2
"Jilin","STR_sen",2018,13.27
"Jilin","STR_sen",2017,13.82
"Jilin","STR_sen",2016,13.81
"Heilongjiang","STR_sen",2024,11.76
"Heilongjiang","STR_sen",2023,11.96
"Heilongjiang","STR_sen",2022,12.68
"Heilongjiang","STR_sen",2021,13.01
"Heilongjiang","STR_sen",2020,12.92
"Heilongjiang","STR_sen",2019,12.86
"Heilongjiang","STR_sen",2018,12.85
"Heilongjiang","STR_sen",2017,13.11
"Heilongjiang","STR_sen",2016,12.99
"Shanghai","STR_sen",2024,9.88
"Shanghai","STR_sen",2023,9.79
"Shanghai","STR_sen",2022,9.59
"Shanghai","STR_sen",2021,9
"Shanghai","STR_sen",2020,8.74
"Shanghai","STR_sen",2019,8.57
"Shanghai","STR_sen",2018,8.62
"Shanghai","STR_sen",2017,8.86
"Shanghai","STR_sen",2016,8.93
"Jiangsu","STR_sen",2024,11.32
"Jiangsu","STR_sen",2023,11.18
"Jiangsu","STR_sen",2022,11.13
"Jiangsu","STR_sen",2021,11.07
"Jiangsu","STR_sen",2020,10.96
"Jiangsu","STR_sen",2019,10.58
"Jiangsu","STR_sen",2018,10.26
"Jiangsu","STR_sen",2017,9.96
"Jiangsu","STR_sen",2016,10.01
"Zhejiang","STR_sen",2024,11.22
"Zhejiang","STR_sen",2023,11.11
"Zhejiang","STR_sen",2022,11.03
"Zhejiang","STR_sen",2021,10.97
"Zhejiang","STR_sen",2020,10.98
"Zhejiang","STR_sen",2019,10.9
"Zhejiang","STR_sen",2018,10.93
"Zhejiang","STR_sen",2017,11.11
"Zhejiang","STR_sen",2016,11.26
"Anhui","STR_sen",2024,13.55
"Anhui","STR_sen",2023,13.37
"Anhui","STR_sen",2022,13.32
"Anhui","STR_sen",2021,13.48
"Anhui","STR_sen",2020,13.82
"Anhui","STR_sen",2019,13.54
"Anhui","STR_sen",2018,13.67
"Anhui","STR_sen",2017,13.91
"Anhui","STR_sen",2016,14.31
"Fujian","STR_sen",2024,13.47
"Fujian","STR_sen",2023,13.09
"Fujian","STR_sen",2022,12.94
"Fujian","STR_sen",2021,12.76
"Fujian","STR_sen",2020,12.59
"Fujian","STR_sen",2019,12.3
"Fujian","STR_sen",2018,12.39
"Fujian","STR_sen",2017,12.56
"Fujian","STR_sen",2016,12.59
"Jiangxi","STR_sen",2024,13.54
"Jiangxi","STR_sen",2023,13.97
"Jiangxi","STR_sen",2022,14.79
"Jiangxi","STR_sen",2021,16.06
"Jiangxi","STR_sen",2020,16.94
"Jiangxi","STR_sen",2019,17.45
"Jiangxi","STR_sen",2018,17.26
"Jiangxi","STR_sen",2017,17.35
"Jiangxi","STR_sen",2016,17.2
"Shandong","STR_sen",2024,12.08
"Shandong","STR_sen",2023,11.9
"Shandong","STR_sen",2022,11.76
"Shandong","STR_sen",2021,11.72
"Shandong","STR_sen",2020,11.81
"Shandong","STR_sen",2019,11.7
"Shandong","STR_sen",2018,11.9
"Shandong","STR_sen",2017,12.31
"Shandong","STR_sen",2016,12.84
"Henan","STR_sen",2024,13.73
"Henan","STR_sen",2023,13.58
"Henan","STR_sen",2022,13.59
"Henan","STR_sen",2021,14.46
"Henan","STR_sen",2020,15.18
"Henan","STR_sen",2019,15.61
"Henan","STR_sen",2018,16.02
"Henan","STR_sen",2017,16.48
"Henan","STR_sen",2016,16.93
"Hubei","STR_sen",2024,12.91
"Hubei","STR_sen",2023,13.17
"Hubei","STR_sen",2022,13.18
"Hubei","STR_sen",2021,13.13
"Hubei","STR_sen",2020,13.02
"Hubei","STR_sen",2019,12.74
"Hubei","STR_sen",2018,12.48
"Hubei","STR_sen",2017,12.43
"Hubei","STR_sen",2016,12.7
"Hunan","STR_sen",2024,13.78
"Hunan","STR_sen",2023,13.84
"Hunan","STR_sen",2022,13.91
"Hunan","STR_sen",2021,14.24
"Hunan","STR_sen",2020,14.16
"Hunan","STR_sen",2019,14.48
"Hunan","STR_sen",2018,14.7
"Hunan","STR_sen",2017,15.12
"Hunan","STR_sen",2016,15.36
"Guangdong","STR_sen",2024,13.13
"Guangdong","STR_sen",2023,12.95
"Guangdong","STR_sen",2022,12.86
"Guangdong","STR_sen",2021,12.76
"Guangdong","STR_sen",2020,12.54
"Guangdong","STR_sen",2019,12.35
"Guangdong","STR_sen",2018,12.25
"Guangdong","STR_sen",2017,12.5
"Guangdong","STR_sen",2016,13.02
"Guangxi","STR_sen",2024,14.42
"Guangxi","STR_sen",2023,14.61
"Guangxi","STR_sen",2022,15.07
"Guangxi","STR_sen",2021,15.82
"Guangxi","STR_sen",2020,16.21
"Guangxi","STR_sen",2019,17.29
"Guangxi","STR_sen",2018,17.4
"Guangxi","STR_sen",2017,17.41
"Guangxi","STR_sen",2016,17.22
"Hainan","STR_sen",2024,13.04
"Hainan","STR_sen",2023,12.99
"Hainan","STR_sen",2022,12.86
"Hainan","STR_sen",2021,12.76
"Hainan","STR_sen",2020,12.71
"Hainan","STR_sen",2019,12.7
"Hainan","STR_sen",2018,12.66
"Hainan","STR_sen",2017,12.84
"Hainan","STR_sen",2016,13.28
"Chongqing","STR_sen",2024,14.83
"Chongqing","STR_sen",2023,14.98
"Chongqing","STR_sen",2022,15
"Chongqing","STR_sen",2021,15.12
"Chongqing","STR_sen",2020,15.34
"Chongqing","STR_sen",2019,15.46
"Chongqing","STR_sen",2018,15.46
"Chongqing","STR_sen",2017,15.26
"Chongqing","STR_sen",2016,15.21
"Sichuan","STR_sen",2024,12.84
"Sichuan","STR_sen",2023,12.97
"Sichuan","STR_sen",2022,13.15
"Sichuan","STR_sen",2021,13.48
"Sichuan","STR_sen",2020,13.68
"Sichuan","STR_sen",2019,13.82
"Sichuan","STR_sen",2018,13.94
"Sichuan","STR_sen",2017,14.5
"Sichuan","STR_sen",2016,15.04
"Guizhou","STR_sen",2024,12.94
"Guizhou","STR_sen",2023,12.96
"Guizhou","STR_sen",2022,13.25
"Guizhou","STR_sen",2021,13.69
"Guizhou","STR_sen",2020,14.12
"Guizhou","STR_sen",2019,14.57
"Guizhou","STR_sen",2018,15.13
"Guizhou","STR_sen",2017,15.77
"Guizhou","STR_sen",2016,16.28
"Yunnan","STR_sen",2024,13.54
"Yunnan","STR_sen",2023,13.76
"Yunnan","STR_sen",2022,13.78
"Yunnan","STR_sen",2021,13.54
"Yunnan","STR_sen",2020,13.31
"Yunnan","STR_sen",2019,14.55
"Yunnan","STR_sen",2018,14.62
"Yunnan","STR_sen",2017,14.74
"Yunnan","STR_sen",2016,14.96
"Tibet","STR_sen",2024,11.36
"Tibet","STR_sen",2023,11.4
"Tibet","STR_sen",2022,12.03
"Tibet","STR_sen",2021,12.04
"Tibet","STR_sen",2020,12.34
"Tibet","STR_sen",2019,11.4
"Tibet","STR_sen",2018,10.75
"Tibet","STR_sen",2017,11.33
"Tibet","STR_sen",2016,11.41
"Shaanxi","STR_sen",2024,12.82
"Shaanxi","STR_sen",2023,12.32
"Shaanxi","STR_sen",2022,11.81
"Shaanxi","STR_sen",2021,11.42
"Shaanxi","STR_sen",2020,11.44
"Shaanxi","STR_sen",2019,11.9
"Shaanxi","STR_sen",2018,12.59
"Shaanxi","STR_sen",2017,13.21
"Shaanxi","STR_sen",2016,13.63
"Gansu","STR_sen",2024,11.55
"Gansu","STR_sen",2023,10.95
"Gansu","STR_sen",2022,10.96
"Gansu","STR_sen",2021,10.88
"Gansu","STR_sen",2020,11.21
"Gansu","STR_sen",2019,11.49
"Gansu","STR_sen",2018,12.01
"Gansu","STR_sen",2017,12.72
"Gansu","STR_sen",2016,13.38
"Qinghai","STR_sen",2024,12.7
"Qinghai","STR_sen",2023,12.58
"Qinghai","STR_sen",2022,12.41
"Qinghai","STR_sen",2021,12.26
"Qinghai","STR_sen",2020,12.45
"Qinghai","STR_sen",2019,12.64
"Qinghai","STR_sen",2018,13.03
"Qinghai","STR_sen",2017,13.62
"Qinghai","STR_sen",2016,13.48
"Ningxia","STR_sen",2024,13.26
"Ningxia","STR_sen",2023,13.05
"Ningxia","STR_sen",2022,13.2
"Ningxia","STR_sen",2021,13.86
"Ningxia","STR_sen",2020,13.84
"Ningxia","STR_sen",2019,13.55
"Ningxia","STR_sen",2018,13.06
"Ningxia","STR_sen",2017,13.65
"Ningxia","STR_sen",2016,14.29
"Xinjiang","STR_sen",2024,13.64
"Xinjiang","STR_sen",2023,13.39
"Xinjiang","STR_sen",2022,12.98
"Xinjiang","STR_sen",2021,12.27
"Xinjiang","STR_sen",2020,11.76
"Xinjiang","STR_sen",2019,11.94
"Xinjiang","STR_sen",2018,12.29
"Xinjiang","STR_sen",2017,12.75
"Xinjiang","STR_sen",2016,13.1
"Beijing","retail_value",2024,14092.4
"Beijing","retail_value",2023,14485.9
"Beijing","retail_value",2022,13818.7
"Beijing","retail_value",2021,14897.3
"Beijing","retail_value",2020,13740.3
"Beijing","retail_value",2019,15072.4
"Beijing","retail_value",2018,14422.3
"Beijing","retail_value",2017,13933.7
"Beijing","retail_value",2016,13134.9
"Tianjin","retail_value",2024,4128.3
"Tianjin","retail_value",2023,4261.7
"Tianjin","retail_value",2022,3900.1
"Tianjin","retail_value",2021,4029.3
"Tianjin","retail_value",2020,3747.1
"Tianjin","retail_value",2019,4312.5
"Tianjin","retail_value",2018,4231.2
"Tianjin","retail_value",2017,4210.4
"Tianjin","retail_value",2016,4188.1
"Hebei","retail_value",2024,14657.4
"Hebei","retail_value",2023,13895.6
"Hebei","retail_value",2022,12884.3
"Hebei","retail_value",2021,12896.3
"Hebei","retail_value",2020,12322.5
"Hebei","retail_value",2019,12784.8
"Hebei","retail_value",2018,11973.9
"Hebei","retail_value",2017,11138.5
"Hebei","retail_value",2016,10191.4
"Shanxi","retail_value",2024,7670.9
"Shanxi","retail_value",2023,7486.6
"Shanxi","retail_value",2022,7188.5
"Shanxi","retail_value",2021,7462.8
"Shanxi","retail_value",2020,6582.9
"Shanxi","retail_value",2019,6942.8
"Shanxi","retail_value",2018,6523.3
"Shanxi","retail_value",2017,6058.5
"Shanxi","retail_value",2016,5699.2
"Inner Mongolia","retail_value",2024,5152.9
"Inner Mongolia","retail_value",2023,4933
"Inner Mongolia","retail_value",2022,4644.3
"Inner Mongolia","retail_value",2021,4811.7
"Inner Mongolia","retail_value",2020,4605.1
"Inner Mongolia","retail_value",2019,4966.6
"Inner Mongolia","retail_value",2018,4852.3
"Inner Mongolia","retail_value",2017,4642.6
"Inner Mongolia","retail_value",2016,4415.9
"Liaoning","retail_value",2024,10228.9
"Liaoning","retail_value",2023,9836.5
"Liaoning","retail_value",2022,9142.2
"Liaoning","retail_value",2021,9492.8
"Liaoning","retail_value",2020,8785.9
"Liaoning","retail_value",2019,9572.9
"Liaoning","retail_value",2018,9112.8
"Liaoning","retail_value",2017,8696.4
"Liaoning","retail_value",2016,8597.1
"Jilin","retail_value",2024,4232.1
"Jilin","retail_value",2023,4089.9
"Jilin","retail_value",2022,3765.1
"Jilin","retail_value",2021,4183.9
"Jilin","retail_value",2020,3805.7
"Jilin","retail_value",2019,4201.6
"Jilin","retail_value",2018,4073.8
"Jilin","retail_value",2017,3992.3
"Jilin","retail_value",2016,3812.9
"Heilongjiang","retail_value",2024,5445.7
"Heilongjiang","retail_value",2023,5346.8
"Heilongjiang","retail_value",2022,4998.7
"Heilongjiang","retail_value",2021,5376.9
"Heilongjiang","retail_value",2020,4992.2
"Heilongjiang","retail_value",2019,5546.9
"Heilongjiang","retail_value",2018,5275
"Heilongjiang","retail_value",2017,5077.4
"Heilongjiang","retail_value",2016,4794.1
"Shanghai","retail_value",2024,15872.3
"Shanghai","retail_value",2023,16385.8
"Shanghai","retail_value",2022,14918.2
"Shanghai","retail_value",2021,16818.3
"Shanghai","retail_value",2020,15189.2
"Shanghai","retail_value",2019,15469
"Shanghai","retail_value",2018,14874.8
"Shanghai","retail_value",2017,13699.5
"Shanghai","retail_value",2016,12588.2
"Jiangsu","retail_value",2024,44922.1
"Jiangsu","retail_value",2023,42940.6
"Jiangsu","retail_value",2022,40803
"Jiangsu","retail_value",2021,41261.1
"Jiangsu","retail_value",2020,36261.8
"Jiangsu","retail_value",2019,37240.6
"Jiangsu","retail_value",2018,35472.6
"Jiangsu","retail_value",2017,32818.2
"Jiangsu","retail_value",2016,29612.5
"Zhejiang","retail_value",2024,37707.7
"Zhejiang","retail_value",2023,36267.9
"Zhejiang","retail_value",2022,33236.8
"Zhejiang","retail_value",2021,31200.7
"Zhejiang","retail_value",2020,27837.7
"Zhejiang","retail_value",2019,27948.8
"Zhejiang","retail_value",2018,25161.9
"Zhejiang","retail_value",2017,23121.3
"Zhejiang","retail_value",2016,20916.7
"Anhui","retail_value",2024,22908.4
"Anhui","retail_value",2023,21887.7
"Anhui","retail_value",2022,20685.9
"Anhui","retail_value",2021,20858.8
"Anhui","retail_value",2020,17991.2
"Anhui","retail_value",2019,17689.2
"Anhui","retail_value",2018,16156.2
"Anhui","retail_value",2017,14328.8
"Anhui","retail_value",2016,12662.5
"Fujian","retail_value",2024,24370.8
"Fujian","retail_value",2023,23348.6
"Fujian","retail_value",2022,21999.4
"Fujian","retail_value",2021,21072.2
"Fujian","retail_value",2020,19058.1
"Fujian","retail_value",2019,19108.9
"Fujian","retail_value",2018,17178.4
"Fujian","retail_value",2017,15393.9
"Fujian","retail_value",2016,13703
"Jiangxi","retail_value",2024,12821.7
"Jiangxi","retail_value",2023,12223.1
"Jiangxi","retail_value",2022,11765.8
"Jiangxi","retail_value",2021,11431
"Jiangxi","retail_value",2020,9931.7
"Jiangxi","retail_value",2019,9849.3
"Jiangxi","retail_value",2018,9045.7
"Jiangxi","retail_value",2017,8118
"Jiangxi","retail_value",2016,7198.5
"Shandong","retail_value",2024,40059.2
"Shandong","retail_value",2023,38152.6
"Shandong","retail_value",2022,34724.3
"Shandong","retail_value",2021,34863.4
"Shandong","retail_value",2020,29921.2
"Shandong","retail_value",2019,29577.3
"Shandong","retail_value",2018,27480.3
"Shandong","retail_value",2017,25527.9
"Shandong","retail_value",2016,23482.1
"Henan","retail_value",2024,27560.4
"Henan","retail_value",2023,25977.4
"Henan","retail_value",2022,24399
"Henan","retail_value",2021,24391.4
"Henan","retail_value",2020,22518.1
"Henan","retail_value",2019,23477.2
"Henan","retail_value",2018,21268
"Henan","retail_value",2017,19289.1
"Henan","retail_value",2016,17274.5
"Hubei","retail_value",2024,27206.2
"Hubei","retail_value",2023,25884.2
"Hubei","retail_value",2022,23524.9
"Hubei","retail_value",2021,22561.1
"Hubei","retail_value",2020,18544.3
"Hubei","retail_value",2019,23066.2
"Hubei","retail_value",2018,20598.2
"Hubei","retail_value",2017,18519.7
"Hubei","retail_value",2016,16601.9
"Hunan","retail_value",2024,20463.9
"Hunan","retail_value",2023,19415.5
"Hunan","retail_value",2022,18463
"Hunan","retail_value",2021,18176.8
"Hunan","retail_value",2020,16019.1
"Hunan","retail_value",2019,16555.9
"Hunan","retail_value",2018,15134.3
"Hunan","retail_value",2017,13793.7
"Hunan","retail_value",2016,12500
"Guangdong","retail_value",2024,45029.2
"Guangdong","retail_value",2023,44685.9
"Guangdong","retail_value",2022,42762.9
"Guangdong","retail_value",2021,42641.8
"Guangdong","retail_value",2020,39278.2
"Guangdong","retail_value",2019,42438.4
"Guangdong","retail_value",2018,39767.1
"Guangdong","retail_value",2017,36598.6
"Guangdong","retail_value",2016,33303.2
"Guangxi","retail_value",2024,8151.7
"Guangxi","retail_value",2023,8021.8
"Guangxi","retail_value",2022,8042
"Guangxi","retail_value",2021,8168.3
"Guangxi","retail_value",2020,7606.1
"Guangxi","retail_value",2019,8079.9
"Guangxi","retail_value",2018,7663.5
"Guangxi","retail_value",2017,7038
"Guangxi","retail_value",2016,6349.8
"Hainan","retail_value",2024,2546.1
"Hainan","retail_value",2023,2658.7
"Hainan","retail_value",2022,2375.4
"Hainan","retail_value",2021,2587.2
"Hainan","retail_value",2020,2022.4
"Hainan","retail_value",2019,1974
"Hainan","retail_value",2018,1852.7
"Hainan","retail_value",2017,1729.4
"Hainan","retail_value",2016,1547.3
"Chongqing","retail_value",2024,16190.4
"Chongqing","retail_value",2023,15629.6
"Chongqing","retail_value",2022,14299.6
"Chongqing","retail_value",2021,14257
"Chongqing","retail_value",2020,11954.4
"Chongqing","retail_value",2019,11710.5
"Chongqing","retail_value",2018,10705.2
"Chongqing","retail_value",2017,9769.4
"Chongqing","retail_value",2016,8728.4
"Sichuan","retail_value",2024,27709.8
"Sichuan","retail_value",2023,26603.6
"Sichuan","retail_value",2022,24328.9
"Sichuan","retail_value",2021,24317.4
"Sichuan","retail_value",2020,20939.4
"Sichuan","retail_value",2019,21395.4
"Sichuan","retail_value",2018,19340.7
"Sichuan","retail_value",2017,17404.4
"Sichuan","retail_value",2016,15519.7
"Guizhou","retail_value",2024,9211.5
"Guizhou","retail_value",2023,8887.1
"Guizhou","retail_value",2022,8417.4
"Guizhou","retail_value",2021,8839.5
"Guizhou","retail_value",2020,7798.6
"Guizhou","retail_value",2019,7449.4
"Guizhou","retail_value",2018,7105
"Guizhou","retail_value",2017,6449.4
"Guizhou","retail_value",2016,5651.9
"Yunnan","retail_value",2024,12490.8
"Yunnan","retail_value",2023,12141.6
"Yunnan","retail_value",2022,11277.9
"Yunnan","retail_value",2021,11063.5
"Yunnan","retail_value",2020,9997.8
"Yunnan","retail_value",2019,10260.9
"Yunnan","retail_value",2018,9197.3
"Yunnan","retail_value",2017,8194.8
"Yunnan","retail_value",2016,7222.7
"Tibet","retail_value",2024,1032.8
"Tibet","retail_value",2023,963.4
"Tibet","retail_value",2022,781.6
"Tibet","retail_value",2021,856.6
"Tibet","retail_value",2020,774.2
"Tibet","retail_value",2019,787.8
"Tibet","retail_value",2018,711.8
"Tibet","retail_value",2017,618.8
"Tibet","retail_value",2016,539.1
"Shaanxi","retail_value",2024,10936
"Shaanxi","retail_value",2023,10439.3
"Shaanxi","retail_value",2022,10158.5
"Shaanxi","retail_value",2021,10076.9
"Shaanxi","retail_value",2020,9501.1
"Shaanxi","retail_value",2019,10154.2
"Shaanxi","retail_value",2018,9510.3
"Shaanxi","retail_value",2017,8611.2
"Shaanxi","retail_value",2016,7680.7
"Gansu","retail_value",2024,4133.2
"Gansu","retail_value",2023,3972.3
"Gansu","retail_value",2022,3662.8
"Gansu","retail_value",2021,3837.7
"Gansu","retail_value",2020,3513.2
"Gansu","retail_value",2019,3638
"Gansu","retail_value",2018,3435.6
"Gansu","retail_value",2017,3206.2
"Gansu","retail_value",2016,2984.2
"Qinghai","retail_value",2024,1028.3
"Qinghai","retail_value",2023,1035.3
"Qinghai","retail_value",2022,874.8
"Qinghai","retail_value",2021,976
"Qinghai","retail_value",2020,895
"Qinghai","retail_value",2019,957.7
"Qinghai","retail_value",2018,899.9
"Qinghai","retail_value",2017,842.9
"Qinghai","retail_value",2016,769.9
"Ningxia","retail_value",2024,1418.8
"Ningxia","retail_value",2023,1351.7
"Ningxia","retail_value",2022,1336.6
"Ningxia","retail_value",2021,1334.6
"Ningxia","retail_value",2020,1301.6
"Ningxia","retail_value",2019,1399.1
"Ningxia","retail_value",2018,1330.1
"Ningxia","retail_value",2017,1253.7
"Ningxia","retail_value",2016,1130.6
"Xinjiang","retail_value",2024,3965
"Xinjiang","retail_value",2023,3888.5
"Xinjiang","retail_value",2022,3268.2
"Xinjiang","retail_value",2021,3610
"Xinjiang","retail_value",2020,3078.3
"Xinjiang","retail_value",2019,3625.2
"Xinjiang","retail_value",2018,3429.1
"Xinjiang","retail_value",2017,3249.8
"Xinjiang","retail_value",2016,3005.2
"Beijing","birth_rate",2024,6.09
"Beijing","birth_rate",2023,5.63
"Beijing","birth_rate",2022,5.67
"Beijing","birth_rate",2021,6.35
"Beijing","birth_rate",2020,6.99
"Beijing","birth_rate",2019,8.12
"Beijing","birth_rate",2018,8.24
"Beijing","birth_rate",2017,9.06
"Beijing","birth_rate",2016,9.32
"Tianjin","birth_rate",2024,4.99
"Tianjin","birth_rate",2023,4.47
"Tianjin","birth_rate",2022,4.75
"Tianjin","birth_rate",2021,5.3
"Tianjin","birth_rate",2020,5.99
"Tianjin","birth_rate",2019,6.73
"Tianjin","birth_rate",2018,6.67
"Tianjin","birth_rate",2017,7.65
"Tianjin","birth_rate",2016,7.37
"Hebei","birth_rate",2024,5.9
"Hebei","birth_rate",2023,5.54
"Hebei","birth_rate",2022,6.09
"Hebei","birth_rate",2021,7.15
"Hebei","birth_rate",2020,8.16
"Hebei","birth_rate",2019,10.83
"Hebei","birth_rate",2018,11.26
"Hebei","birth_rate",2017,13.2
"Hebei","birth_rate",2016,12.42
"Shanxi","birth_rate",2024,6.94
"Shanxi","birth_rate",2023,6.13
"Shanxi","birth_rate",2022,6.75
"Shanxi","birth_rate",2021,7.06
"Shanxi","birth_rate",2020,8.26
"Shanxi","birth_rate",2019,9.12
"Shanxi","birth_rate",2018,9.63
"Shanxi","birth_rate",2017,11.06
"Shanxi","birth_rate",2016,10.29
"Inner Mongolia","birth_rate",2024,5.52
"Inner Mongolia","birth_rate",2023,5
"Inner Mongolia","birth_rate",2022,5.58
"Inner Mongolia","birth_rate",2021,6.26
"Inner Mongolia","birth_rate",2020,7.2
"Inner Mongolia","birth_rate",2019,8.23
"Inner Mongolia","birth_rate",2018,8.35
"Inner Mongolia","birth_rate",2017,9.47
"Inner Mongolia","birth_rate",2016,9.03
"Liaoning","birth_rate",2024,4.32
"Liaoning","birth_rate",2023,4.06
"Liaoning","birth_rate",2022,4.08
"Liaoning","birth_rate",2021,4.71
"Liaoning","birth_rate",2020,5.16
"Liaoning","birth_rate",2019,6.45
"Liaoning","birth_rate",2018,6.39
"Liaoning","birth_rate",2017,6.49
"Liaoning","birth_rate",2016,6.6
"Jilin","birth_rate",2024,4.17
"Jilin","birth_rate",2023,3.76
"Jilin","birth_rate",2022,4.32
"Jilin","birth_rate",2021,4.7
"Jilin","birth_rate",2020,4.84
"Jilin","birth_rate",2019,6.05
"Jilin","birth_rate",2018,6.62
"Jilin","birth_rate",2017,6.76
"Jilin","birth_rate",2016,5.55
"Heilongjiang","birth_rate",2024,3.35
"Heilongjiang","birth_rate",2023,2.92
"Heilongjiang","birth_rate",2022,3.34
"Heilongjiang","birth_rate",2021,3.59
"Heilongjiang","birth_rate",2020,3.75
"Heilongjiang","birth_rate",2019,5.73
"Heilongjiang","birth_rate",2018,5.98
"Heilongjiang","birth_rate",2017,6.22
"Heilongjiang","birth_rate",2016,6.12
"Shanghai","birth_rate",2024,4.75
"Shanghai","birth_rate",2023,3.95
"Shanghai","birth_rate",2022,4.35
"Shanghai","birth_rate",2021,4.67
"Shanghai","birth_rate",2020,5.02
"Shanghai","birth_rate",2019,7
"Shanghai","birth_rate",2018,7.2
"Shanghai","birth_rate",2017,8.1
"Shanghai","birth_rate",2016,9
"Jiangsu","birth_rate",2024,4.98
"Jiangsu","birth_rate",2023,4.81
"Jiangsu","birth_rate",2022,5.23
"Jiangsu","birth_rate",2021,5.65
"Jiangsu","birth_rate",2020,6.65
"Jiangsu","birth_rate",2019,9.12
"Jiangsu","birth_rate",2018,9.32
"Jiangsu","birth_rate",2017,9.71
"Jiangsu","birth_rate",2016,9.76
"Zhejiang","birth_rate",2024,6.17
"Zhejiang","birth_rate",2023,5.8
"Zhejiang","birth_rate",2022,6.28
"Zhejiang","birth_rate",2021,6.9
"Zhejiang","birth_rate",2020,7.13
"Zhejiang","birth_rate",2019,10.51
"Zhejiang","birth_rate",2018,11.02
"Zhejiang","birth_rate",2017,11.92
"Zhejiang","birth_rate",2016,11.22
"Anhui","birth_rate",2024,6.17
"Anhui","birth_rate",2023,6.45
"Anhui","birth_rate",2022,7.16
"Anhui","birth_rate",2021,8.05
"Anhui","birth_rate",2020,9.45
"Anhui","birth_rate",2019,12.03
"Anhui","birth_rate",2018,12.41
"Anhui","birth_rate",2017,14.07
"Anhui","birth_rate",2016,13.02
"Fujian","birth_rate",2024,6.95
"Fujian","birth_rate",2023,6.81
"Fujian","birth_rate",2022,7.07
"Fujian","birth_rate",2021,8.26
"Fujian","birth_rate",2020,9.21
"Fujian","birth_rate",2019,12.9
"Fujian","birth_rate",2018,13.2
"Fujian","birth_rate",2017,15
"Fujian","birth_rate",2016,14.5
"Jiangxi","birth_rate",2024,6.65
"Jiangxi","birth_rate",2023,6.52
"Jiangxi","birth_rate",2022,7.19
"Jiangxi","birth_rate",2021,8.34
"Jiangxi","birth_rate",2020,9.48
"Jiangxi","birth_rate",2019,12.59
"Jiangxi","birth_rate",2018,13.43
"Jiangxi","birth_rate",2017,13.79
"Jiangxi","birth_rate",2016,13.45
"Shandong","birth_rate",2024,6.42
"Shandong","birth_rate",2023,6.01
"Shandong","birth_rate",2022,6.71
"Shandong","birth_rate",2021,7.38
"Shandong","birth_rate",2020,8.56
"Shandong","birth_rate",2019,11.77
"Shandong","birth_rate",2018,13.26
"Shandong","birth_rate",2017,17.54
"Shandong","birth_rate",2016,17.89
"Henan","birth_rate",2024,7.78
"Henan","birth_rate",2023,7.06
"Henan","birth_rate",2022,7.42
"Henan","birth_rate",2021,8
"Henan","birth_rate",2020,9.24
"Henan","birth_rate",2019,11.02
"Henan","birth_rate",2018,11.72
"Henan","birth_rate",2017,12.95
"Henan","birth_rate",2016,13.26
"Hubei","birth_rate",2024,5.38
"Hubei","birth_rate",2023,5.48
"Hubei","birth_rate",2022,6.08
"Hubei","birth_rate",2021,6.98
"Hubei","birth_rate",2020,8.28
"Hubei","birth_rate",2019,11.35
"Hubei","birth_rate",2018,11.54
"Hubei","birth_rate",2017,12.6
"Hubei","birth_rate",2016,12.04
"Hunan","birth_rate",2024,5.89
"Hunan","birth_rate",2023,6
"Hunan","birth_rate",2022,6.23
"Hunan","birth_rate",2021,7.13
"Hunan","birth_rate",2020,8.53
"Hunan","birth_rate",2019,10.39
"Hunan","birth_rate",2018,12.19
"Hunan","birth_rate",2017,13.27
"Hunan","birth_rate",2016,13.57
"Guangdong","birth_rate",2024,8.89
"Guangdong","birth_rate",2023,8.12
"Guangdong","birth_rate",2022,8.3
"Guangdong","birth_rate",2021,9.35
"Guangdong","birth_rate",2020,10.28
"Guangdong","birth_rate",2019,12.54
"Guangdong","birth_rate",2018,12.79
"Guangdong","birth_rate",2017,13.68
"Guangdong","birth_rate",2016,11.85
"Guangxi","birth_rate",2024,8.37
"Guangxi","birth_rate",2023,8.04
"Guangxi","birth_rate",2022,8.51
"Guangxi","birth_rate",2021,9.68
"Guangxi","birth_rate",2020,11.36
"Guangxi","birth_rate",2019,13.31
"Guangxi","birth_rate",2018,14.12
"Guangxi","birth_rate",2017,15.14
"Guangxi","birth_rate",2016,13.82
"Hainan","birth_rate",2024,9.37
"Hainan","birth_rate",2023,9.28
"Hainan","birth_rate",2022,8.6
"Hainan","birth_rate",2021,9.74
"Hainan","birth_rate",2020,10.36
"Hainan","birth_rate",2019,12.87
"Hainan","birth_rate",2018,14.48
"Hainan","birth_rate",2017,14.73
"Hainan","birth_rate",2016,14.57
"Chongqing","birth_rate",2024,5.99
"Chongqing","birth_rate",2023,5.58
"Chongqing","birth_rate",2022,5.98
"Chongqing","birth_rate",2021,6.49
"Chongqing","birth_rate",2020,7.47
"Chongqing","birth_rate",2019,10.48
"Chongqing","birth_rate",2018,11.02
